2.474053 0.928631 7.559743  0.310262 0.413621
159.107422 -11.066492 116.106606  27.417420 28.037820 28.451340 29.279330 30.106560
166.511307 -11.692010 124.510269  23.694540 24.422100 23.176610 23.384670 25.556300 24.935580 26.693580 27.417420 27.727690 28.866830 29.279330 30.106560
133.813370 -8.974209 106.992599  28.866830 29.279330 30.106560
153.436218 -13.738978 103.670601  28.037820 28.451340 28.866830 29.279330 30.106560
133.052933 -9.045828 106.388634  28.866830 29.279330 30.106560
159.557724 -12.767350 131.261505  28.037820 28.451340 28.866830 30.106560
136.805832 -9.828425 89.615013  28.866830 29.279330
136.904861 -8.575319 91.991043  28.866830 29.279330
142.732483 -15.215610 108.275940  28.866830 29.279330
127.561768 -11.395045 98.761902  28.866830 29.279330
142.210358 -15.339089 108.267601  28.037820 28.451340 28.866830 29.279330
141.255371 -15.034377 108.610207  28.866830 29.279330
136.503601 -9.473260 90.741684  28.866830 29.279330
135.859161 -9.045992 89.702301  28.866830 29.279330
296.586090 -28.191713 229.511612  27.727690 28.451340 28.866830 29.279330
142.528366 -15.133578 108.126419  27.727690 28.451340 28.866830 29.279330
130.817551 -11.231856 100.883652  28.451340 28.866830 29.279330
129.608093 -8.866238 101.261742  28.866830 29.279330
129.258698 -11.097605 100.229935  28.451340 28.866830 29.279330
128.600418 -9.691194 99.915527  28.866830 29.279330
129.924606 -10.396580 100.463020  28.866830 29.279330
129.685059 -10.566200 100.041405  28.037820 28.451340 28.866830 29.279330
130.753693 -10.350957 101.132149  28.866830 29.279330
136.391861 -9.470091 90.708923  28.866830 29.279330
135.792175 -9.063231 89.692337  28.866830 29.279330
136.749481 -8.611350 91.964745  28.451340 28.866830 29.279330
135.707031 -8.199713 93.324722  28.866830 29.279330
167.997818 -14.516696 121.760582  25.556300 26.177790 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 29.279330
132.143478 -8.083247 97.013618  28.451340 28.866830 29.279330
132.679688 -12.868281 101.972595  28.866830 29.279330
127.195847 -9.292228 99.511925  28.866830 29.279330
129.367538 -11.401349 100.328728  28.451340 29.279330
128.578949 -9.665979 100.101128  28.866830 29.279330
127.202072 -10.029955 98.894798  28.866830 29.279330
136.341202 -9.464673 90.694756  28.037820 28.451340 28.866830 29.279330
136.204300 -8.160926 95.460541  28.866830 29.279330
133.573776 -8.072853 95.447769  28.866830 29.279330
134.492050 -8.003254 91.776184  28.451340 28.866830 29.279330
138.465027 -8.462798 98.336746  28.451340 28.866830 29.279330
138.764252 -9.962882 93.308014  28.866830 29.279330
139.171234 -10.148023 95.635719  28.866830 29.279330
157.674072 -18.887987 108.478607  23.694540 24.422100 23.176610 26.177790 24.935580 27.107250 27.727690 28.866830 29.279330
135.828934 -9.056555 89.708076  28.866830 29.279330
136.822327 -10.175387 89.740433  28.037820 28.451340 28.866830 29.279330
127.387718 -8.396143 99.420425  28.451340 29.279330
127.197655 -8.337817 99.390541  28.451340 28.866830 29.279330
283.813232 -26.917887 218.965591  27.107250 27.727690 28.451340 28.866830 29.279330
127.537086 -10.137651 98.818954  28.866830 29.279330
127.219658 -10.037028 98.967079  28.866830 29.279330
137.942490 -11.457018 91.242737  26.177790 27.417420 27.727690 28.451340 28.866830 29.279330
141.925552 -14.647909 107.616455  28.451340 28.866830 29.279330
128.047775 -9.973578 99.490135  28.866830 29.279330
133.426727 -8.082473 95.362885  28.866830 29.279330
128.193115 -7.990551 97.302406  28.451340 28.866830 29.279330
127.200737 -9.488558 99.531494  28.866830 29.279330
138.108810 -10.796115 91.081215  28.866830 29.279330
132.605713 -8.097186 97.517296  28.866830 29.279330
135.777954 -8.961564 89.979858  28.037820 27.727690 28.451340 28.866830 29.279330
142.970642 -15.250632 108.666229  28.037820 27.727690 28.451340 28.866830 29.279330
136.812332 -10.175073 89.734222  28.866830 29.279330
159.220795 -10.964108 118.352547  24.422100 24.935580 29.279330
154.404831 -16.729534 103.933914  26.693580 27.417420 28.037820 27.727690 28.451340 28.866830 29.279330
127.295082 -9.680746 99.110451  28.866830 29.279330
127.191139 -10.034546 98.903496  28.866830 29.279330
130.907822 -11.319222 100.870117  28.866830 29.279330
198.107391 -22.752214 151.690079  27.727690 28.451340 28.866830 29.279330
129.283264 -11.372151 100.140709  28.866830 29.279330
129.124191 -9.765242 100.283470  28.866830 29.279330
128.035172 -9.968980 99.446228  28.037820 28.451340 28.866830 29.279330
129.318268 -10.528286 100.120232  28.451340 28.866830 29.279330
138.579712 -8.461300 98.332275  28.037820 28.451340 28.866830 29.279330
135.599075 -8.194492 93.279861  28.037820 28.451340 28.866830 29.279330
138.153336 -8.493479 96.598602  26.177790 27.107250 28.037820 28.451340 28.866830 29.279330
134.836823 -8.085854 91.653954  28.037820 28.451340 28.866830 29.279330
157.907455 -17.566359 107.879082  28.037820 28.451340 28.866830 29.279330
163.083694 -18.567429 113.473022  23.694540 24.004580 24.422100 22.762490 23.384670 25.556300 26.177790 24.935580 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830 29.279330
157.035553 -16.855286 110.212555  25.556300 28.037820 27.727690 29.279330
128.031677 -9.971433 99.431786  28.037820 28.451340 28.866830 29.279330
127.192871 -10.042695 98.902252  28.866830 29.279330
156.005676 -11.302919 130.249802  27.107250 27.417420 27.727690 28.866830 29.279330
127.735184 -10.484529 98.863083  28.866830 29.279330
127.346298 -10.893133 98.370041  28.866830 29.279330
131.058304 -11.332187 101.255196  28.451340 28.866830 29.279330
136.887772 -11.477149 92.010666  26.177790 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 29.279330
129.687866 -8.410178 101.677689  28.866830 29.279330
129.006714 -9.053106 100.782173  28.866830 29.279330
128.790909 -10.205035 99.991127  28.451340 29.279330
128.259995 -10.032403 99.839256  28.451340 29.279330
129.334152 -11.390704 100.261459  28.866830 29.279330
129.345108 -10.531566 100.161278  28.451340 28.866830 29.279330
128.618195 -7.968448 98.009918  28.866830 29.279330
139.562241 -8.455715 98.949066  27.417420 28.037820 27.727690 28.451340 28.866830 29.279330
135.740417 -8.187155 93.348663  28.451340 28.866830 29.279330
137.371796 -8.384774 94.918602  27.417420 27.727690 28.451340 28.866830 29.279330
136.908188 -8.638105 92.024071  28.451340 29.279330
137.323074 -9.887626 92.333870  28.866830 29.279330
135.744156 -8.956074 89.965393  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830 29.279330
135.803360 -9.403761 108.962784  28.451340 28.866830 29.279330
137.938156 -11.449777 91.230049  24.004580 25.556300 26.177790 24.935580 27.107250 27.417420 28.451340 28.866830 29.279330
127.811203 -9.446944 99.008690  28.866830 29.279330
127.428566 -9.699381 99.430870  28.866830 29.279330
145.815262 -14.492724 102.250999  28.037820 28.866830 29.279330
142.358505 -13.261799 101.021271  28.037820 27.727690 29.279330
167.946808 -17.034122 123.620865  26.693580 28.037820 28.451340 28.866830 29.279330
131.889160 -11.054489 101.007431  28.037820 28.451340 28.866830 29.279330
130.863419 -11.327596 100.810310  28.451340 28.866830 29.279330
128.139832 -8.549453 100.440460  28.866830 29.279330
132.731766 -8.725255 104.809692  28.866830 29.279330
129.109741 -9.029771 101.043411  28.866830 29.279330
129.113678 -9.682263 100.460876  28.866830 29.279330
128.754059 -10.199004 99.921394  28.451340 28.866830 29.279330
130.527802 -11.003285 100.893234  28.866830 29.279330
129.353180 -10.524436 100.178322  28.866830 29.279330
129.828461 -11.388180 100.086830  28.451340 29.279330
129.485672 -11.416405 100.500435  28.451340 28.866830 29.279330
131.569427 -8.207206 100.838882  28.866830 29.279330
137.478806 -8.781122 106.261475  27.107250 27.417420 28.037820 27.727690 29.279330
137.833603 -8.384741 95.208275  26.693580 27.107250 27.417420 27.727690 28.451340 28.866830 29.279330
137.437668 -9.847695 92.795151  24.004580 24.422100 22.969530 25.556300 26.177790 27.107250 27.417420 28.037820 27.727690 28.866830 29.279330
128.684967 -9.705935 100.103134  28.451340 28.866830
128.642090 -12.069567 99.178986  28.451340 28.866830
129.581497 -10.681044 100.423256  28.037820 27.727690 28.451340 28.866830
130.825806 -11.016855 101.178978  28.451340 28.866830
138.327011 -9.194238 87.904198  27.727690 28.451340 28.866830
138.307495 -8.564837 88.125435  28.451340 28.866830
136.116547 -8.751356 89.206306  28.037820 28.866830
133.744064 -8.032166 89.749893  28.451340 28.866830
141.061462 -13.710733 88.491241  28.451340 28.866830
140.776840 -11.836062 88.299828  28.451340 28.866830
166.396423 -18.670395 115.479965  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
137.621933 -9.240235 88.694344  28.037820 27.727690 28.451340 28.866830
128.846634 -10.048843 99.958557  28.451340 28.866830
128.710770 -12.113039 99.326378  28.451340 28.866830
138.428711 -9.240132 88.262917  28.037820 28.451340 28.866830
136.633118 -9.658832 88.807266  28.037820 28.451340 28.866830
138.380646 -9.803137 87.433922  25.556300 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
136.581116 -9.861261 90.054001  28.037820 28.451340 28.866830
141.547836 -13.841077 88.563843  28.037820 27.727690 28.451340 28.866830
140.460175 -11.798398 88.277565  28.451340 28.866830
137.035187 -10.015351 92.073868  26.177790 27.417420 28.037820 27.727690 28.451340 28.866830
153.804840 -16.623507 103.529785  28.037820 28.451340 28.866830
139.394272 -10.368097 94.974052  26.177790 27.417420 28.037820 28.866830
165.021179 -18.361631 114.615967  26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
131.539322 -8.214993 100.739555  27.417420 28.037820 27.727690 28.451340 28.866830
128.320251 -11.945596 99.204887  28.451340 28.866830
130.360703 -10.776849 99.702698  28.037820 28.451340 28.866830
130.525330 -11.228518 100.216850  28.451340 28.866830
138.853241 -10.447525 87.660217  28.037820 27.727690 28.866830
139.218826 -10.150265 95.671333  26.693580 27.417420 28.037820 27.727690 28.451340 28.866830
139.676483 -8.929480 87.148476  27.417420 28.037820 28.866830
129.085709 -7.827783 93.016289  28.451340 28.866830
139.763336 -10.634197 89.208000  27.727690 28.451340 28.866830
140.728745 -11.833914 88.285942  28.451340 28.866830
138.311569 -9.734179 95.561714  28.037820 28.451340 28.866830
128.729736 -7.982217 98.125191  28.451340 28.866830
131.334320 -13.033565 100.426254  28.451340 28.866830
131.130020 -8.260107 100.138176  28.451340 28.866830
138.088928 -8.575049 88.094490  28.037820 27.727690 28.451340 28.866830
136.597473 -8.334458 88.811981  28.451340 28.866830
136.049988 -8.689417 89.180580  27.417420 28.451340 28.866830
135.995377 -9.131336 89.522293  28.037820 27.727690 28.866830
135.966675 -9.649491 89.158142  28.451340 28.866830
136.536880 -9.852667 90.041954  28.037820 28.451340 28.866830
185.219528 -22.526863 145.040909  26.177790 26.693580 27.107250 27.417420 27.727690 28.866830
137.267212 -11.421727 89.077774  28.451340 28.866830
139.584671 -10.161999 95.878273  28.037820 28.451340 28.866830
138.664047 -10.448051 87.642654  28.037820 27.727690 28.451340 28.866830
140.628281 -11.812415 88.277565  28.037820 28.451340 28.866830
129.478271 -7.834976 92.697098  28.037820 27.727690 28.451340 28.866830
136.016663 -8.308075 89.133606  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
141.199982 -10.001202 87.874878  28.451340 28.866830
140.030304 -10.890627 88.842110  28.451340 28.866830
164.303589 -18.666098 114.512070  23.694540 24.422100 25.556300 26.177790 24.935580 26.693580 27.417420 27.727690 28.451340 28.866830
137.762543 -10.958167 90.961105  28.037820 28.451340 28.866830
124.962097 -10.045492 95.569351  28.037820 27.727690 28.451340 28.866830
135.990524 -8.680499 89.168358  28.451340 28.866830
136.434418 -9.648213 89.242622  28.451340 28.866830
138.494110 -9.237957 88.292984  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
137.793686 -8.886685 88.700829  26.693580 27.417420 28.037820 28.451340 28.866830
138.037903 -9.440707 88.278412  28.451340 28.866830
127.253517 -8.343735 99.479843  28.037820 28.451340 28.866830
137.670181 -8.672385 88.678238  26.693580 27.107250 28.037820 28.451340 28.866830
137.482559 -8.748333 106.330040  27.107250 28.037820 27.727690 28.451340 28.866830
138.967239 -10.458488 87.701782  28.037820 27.727690 28.451340 28.866830
139.320206 -11.469714 94.820099  24.935580 26.693580 27.727690 28.451340 28.866830
140.006210 -10.920545 88.869553  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
139.750290 -11.160147 88.924911  23.384670 25.556300 26.693580 27.417420 27.727690 28.866830
136.881989 -10.200375 89.765945  25.556300 26.177790 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
137.084854 -10.025527 92.098053  24.422100 25.556300 26.177790 27.417420 28.037820 27.727690 28.451340 28.866830
136.255417 -9.652641 89.212234  28.451340 28.866830
135.822327 -9.727685 89.617126  26.693580 27.107250 28.451340 28.866830
142.633865 -15.151196 108.380493  26.177790 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
129.014267 -11.272491 99.606941  28.037820 28.451340 28.866830
138.021744 -9.432268 88.268631  27.727690 28.451340 28.866830
136.713882 -9.652342 88.846878  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
132.394470 -8.084819 97.274414  27.417420 28.037820 28.451340 28.866830
133.754242 -8.045918 89.706352  27.417420 28.451340 28.866830
136.255127 -9.472985 90.675156  28.037820 27.727690 28.451340 28.866830
138.488129 -9.185590 87.981529  25.556300 26.693580 27.417420 28.037820 28.451340 28.866830
139.742081 -10.886215 88.859482  24.004580 24.422100 25.556300 26.177790 24.935580 26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
132.357986 -8.098977 97.267021  27.417420 28.037820 28.866830
136.566513 -9.802540 87.584984  25.556300 26.177790 26.693580 27.107250 28.866830
140.601639 -11.793279 88.209030  26.693580 28.037820 27.727690 28.451340 28.866830
136.619080 -8.355577 88.830414  28.451340 28.866830
131.328781 -10.835071 100.360878  27.417420 28.451340 28.866830
145.186951 -15.287953 111.605247  27.107250 28.037820 28.451340 28.866830
136.239639 -9.623792 89.200615  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
136.610855 -9.857983 90.072083  25.556300 26.177790 24.935580 26.693580 27.417420 28.037820 27.727690 28.451340 28.866830
130.883911 -11.332726 100.884560  28.037820 27.727690 28.451340 28.866830
137.315750 -9.303232 88.710342  28.451340 28.866830
136.666138 -9.639868 88.843880  27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
142.128418 -13.060104 92.396080  27.107250 28.037820 27.727690 28.451340 28.866830
128.972031 -7.807937 93.201889  28.037820 28.451340 28.866830
150.230255 -9.649872 118.802803  28.037820 28.451340 28.866830
129.285019 -7.842635 92.613434  27.417420 28.037820 27.727690 28.451340 28.866830
134.201309 -8.161837 91.714905  28.451340 28.866830
136.967133 -10.015610 92.034431  28.037820 28.451340 28.866830
136.301697 -9.478019 90.687027  28.037820 27.727690 28.451340 28.866830
138.260391 -9.211743 88.248322  24.935580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
138.868713 -9.928551 88.336540  28.451340 28.866830
137.165497 -10.699780 89.167877  28.451340 28.866830
137.581604 -8.484822 97.468742  27.417420 28.037820 27.727690 28.451340 28.866830
135.629105 -8.970966 89.926765  28.451340 28.866830
136.281113 -9.643338 89.287201  26.693580 27.107250 27.417420 28.037820 27.727690 28.451340 28.866830
136.547928 -9.813622 90.031044  23.694540 24.004580 24.422100 19.452110 22.762490 22.969530 23.176610 25.556300 26.177790 24.935580 26.693580 27.107250 28.037820 28.866830
157.403778 -11.014072 117.129623  23.694540 24.004580 24.422100 23.176610 23.384670 24.935580 26.693580 27.417420 28.037820 28.866830
137.526199 -8.814614 106.216011  27.417420 28.037820 28.451340 28.866830
131.963791 -8.170272 101.459084  28.037820 27.727690 28.451340 28.866830
140.952118 -9.738409 114.774544  28.037820 27.727690 28.451340 28.866830
127.974701 -9.455989 99.372643  28.451340 28.866830
128.991714 -10.187072 100.331985  28.451340 28.866830
130.955231 -11.332110 100.962662  27.417420 28.037820 27.727690 28.451340 28.866830
127.299500 -10.901006 98.225159  28.451340 28.866830
