-0.198309 1.527699 10.382841  0.311075 0.414692
-1.372433 -9.021852 119.852242  7.878754 6.842350 7.671396 8.086111 8.811795
-18.952747 -1.295922 91.164062  7.153323 6.842350 8.811795
-1.868604 -0.925498 104.977562  7.464167 6.842350 7.671396 8.811795
-8.158059 0.883016 84.072357  7.878754 7.464167 8.086111 8.811795
-4.554069 0.690023 102.704559  7.878754 7.464167 8.086111 8.811795
-12.396101 0.856881 98.098160  7.464167 7.671396 8.811795
-25.269169 -1.478954 91.450897  7.153323 7.878754 7.464167 8.086111
-12.715211 0.694279 93.967522  7.878754 7.671396 8.086111
-2.444265 0.767584 91.734764  7.153323 7.464167 7.671396 8.086111
-18.884674 -7.344455 108.918198  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111
-18.871490 -0.833822 91.860054  7.878754 7.671396 8.086111
-14.592066 -4.782124 141.735947  7.878754 7.671396 8.086111
-16.758469 -2.034111 88.963699  7.878754 8.086111
-18.043705 -1.784431 92.100922  7.878754 7.671396 8.086111
-17.681274 -2.138879 91.912575  7.153323 7.671396 8.086111
-18.958258 -7.356769 109.141289  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111
-12.632730 0.675917 93.680428  7.153323 7.878754 6.842350 7.671396 8.086111
-10.462884 0.844270 78.291351  7.878754 8.086111
-12.514086 -4.054503 99.012138  7.878754 6.842350 7.671396 8.086111
-8.051089 0.991111 76.957680  7.878754 8.086111
-14.208843 0.705129 93.515991  7.464167 7.671396 8.086111
-15.708592 -2.213594 114.769737  7.153323 7.464167 6.842350 7.671396 8.086111
2.326217 -1.578184 93.643387  7.878754 7.671396 8.086111
-19.352022 -1.366990 132.901855  7.153323 6.842350 7.671396 8.086111
-22.898874 -1.300610 91.973808  7.878754 7.464167 8.086111
-23.505259 -0.918606 92.038498  7.878754 7.464167 7.671396 8.086111
-18.011267 -0.608384 108.269386  7.464167 7.671396 8.086111
-2.138331 0.419309 76.221397  7.878754 8.086111
-4.477849 0.848235 78.746681  7.878754 7.671396 8.086111
-3.879115 0.880065 78.054321  7.878754 7.671396 8.086111
-4.128276 0.868769 77.846878  7.671396 8.086111
-3.942210 0.841439 78.598679  7.878754 7.671396 8.086111
-5.657807 0.897042 77.833549  7.878754 8.086111
-8.002210 0.983014 77.494141  7.878754 8.086111
-9.670198 1.015478 81.806999  7.464167 7.671396 8.086111
-8.259866 1.043277 76.743858  7.878754 7.671396 8.086111
-9.272014 1.041615 77.889587  7.878754 8.086111
-9.459072 1.005404 78.830788  7.878754 7.671396 8.086111
-9.948734 0.701245 79.159172  7.878754 8.086111
-9.625242 -0.060647 75.150200  7.878754 7.464167 7.671396 8.086111
-19.231945 -4.953773 93.254936  7.153323 7.671396 8.086111
-18.187353 -1.827105 92.313324  7.878754 7.464167 7.671396 8.086111
-21.969433 -0.790049 92.864326  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111
-18.124502 -0.908409 90.605385  7.153323 7.878754 7.671396 8.086111
-2.281820 0.867883 82.278755  7.878754 8.086111
-4.497806 0.862884 78.896919  7.878754 7.464167 7.671396 8.086111
-5.003501 0.835703 78.462547  7.878754 7.671396 8.086111
-3.944473 0.841326 78.631882  7.671396 8.086111
-1.074257 -0.616853 94.695671  7.878754 7.464167 7.671396 8.086111
-6.771238 0.869024 77.510788  7.878754 8.086111
-5.561966 0.841347 77.464790  7.671396 8.086111
-6.911923 0.893395 77.712502  7.878754 7.671396 8.086111
-9.417584 1.038283 77.207237  7.153323 7.878754 7.464167 7.671396 8.086111
-9.313252 1.052454 77.987862  7.878754 8.086111
-9.886065 0.679163 79.078331  7.878754 7.671396 8.086111
-11.138876 0.095482 78.605766  7.878754 8.086111
-9.388573 0.295527 75.567795  7.878754 7.464167 7.671396 8.086111
-9.426707 0.231636 75.038544  7.878754 7.671396 8.086111
-10.152940 1.083896 77.289330  7.878754 7.464167 7.671396 8.086111
-6.124387 0.859366 78.013481  7.878754 7.671396 8.086111
-6.905319 0.883656 77.706688  7.878754 7.671396 8.086111
-4.136264 0.921533 78.155502  7.671396 8.086111
-3.965185 0.825883 78.683075  7.671396 8.086111
-20.754902 -4.974368 93.571953  5.287117 7.671396 8.086111
-9.487059 0.491052 75.108994  7.878754 7.671396 8.086111
-9.456667 0.125700 75.099663  7.878754 7.464167 8.086111
2.541641 -5.313485 94.785889  7.464167 7.671396 8.086111
-9.390276 1.021140 77.128937  7.153323 7.878754 7.671396 8.086111
-10.716196 0.721436 78.479530  7.878754 8.086111
-5.151073 0.767223 85.398949  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111
-10.247508 0.403469 78.803810  7.153323 7.464167 8.086111
-8.014489 0.988675 77.530373  7.878754 7.671396 8.086111
-9.787275 0.941378 81.605339  7.878754 7.671396 8.086111
-16.972084 -0.070499 90.017212  7.878754 7.671396 8.086111
-8.860704 1.016874 78.287689  7.153323 7.878754 7.671396 8.086111
-9.915821 0.661927 79.100639  7.464167 7.671396 8.086111
-3.910552 0.860002 78.044899  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111
1.656815 -2.484266 80.369736  7.878754 7.671396 8.086111
-5.000240 0.870538 78.575142  7.671396 8.086111
-4.534932 0.871396 79.114204  7.153323 7.878754 7.464167 7.671396 8.086111
-5.015163 0.834600 79.418999  7.878754 7.464167 8.086111
-8.083444 1.017886 77.692482  7.878754 7.671396 8.086111
-9.656342 1.005478 81.674812  6.427659 7.153323 6.842350 8.086111
-10.185835 0.647796 80.162682  7.671396 8.086111
-23.663212 -0.910468 92.170746  7.878754 7.464167 7.671396 8.086111
-25.496075 -0.778203 92.750519  7.878754 8.086111
-25.331470 -2.190729 92.488312  7.878754 8.086111
-9.419610 1.036303 78.431450  7.878754 7.464167 7.671396 8.086111
-6.916320 0.899208 77.784744  7.878754 7.671396 8.086111
-5.629007 0.843743 77.585007  7.878754 7.671396 8.086111
-6.807022 0.890063 77.631676  7.878754 7.671396 8.086111
-1.052192 -0.580993 94.072136  7.878754 7.464167 7.671396 8.086111
-16.694288 -8.557935 134.115707  7.153323 7.878754 7.464167 7.671396 8.086111
-9.586219 0.983245 81.508339  7.153323 7.878754 7.464167 7.671396 8.086111
-9.829047 0.909836 81.495972  7.153323 7.464167 7.671396 8.086111
-14.071549 -0.066617 93.503250  7.878754 7.464167 7.671396 8.086111
-16.784815 0.025454 96.036217  7.878754 7.464167 7.671396 8.086111
-10.173785 0.468916 79.044891  7.878754 7.464167 7.671396 8.086111
-24.576509 -1.078363 92.860458  7.153323 7.878754 7.464167 7.671396 8.086111
-25.551989 -0.385652 93.019882  7.878754 7.464167 8.086111
1.880240 -1.408031 83.082771  7.878754 7.671396 8.086111
-18.549725 -0.797583 111.402893  4.457940 4.250460 4.976146 4.665293 5.287117 6.427659 8.086111
-9.378771 0.293731 75.558289  7.878754 7.671396 8.086111
-10.880814 0.806584 78.809090  7.878754 8.086111
-6.976618 0.961670 78.058571  7.878754 7.671396 8.086111
-5.640538 0.855695 77.665146  7.878754 7.671396 8.086111
-0.102532 -5.438457 99.063911  7.878754 7.671396 8.086111
-3.923875 0.841150 77.956955  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111
-9.531078 0.917127 81.879997  7.878754 7.464167 8.086111
-9.844319 0.936352 81.558708  6.427659 7.153323 7.878754 7.464167 8.086111
-17.345661 -3.091676 95.428017  7.153323 7.464167 6.842350 7.671396 8.086111
-10.153071 0.350641 79.562881  7.878754 8.086111
-17.410664 -2.192433 99.775047  7.153323 7.464167 6.842350 8.086111
-17.632982 0.052693 97.838135  7.153323 7.878754 7.464167 7.671396 8.086111
-5.932960 0.702183 112.337372  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111
-19.431103 -0.221043 92.381790  7.878754 7.671396 8.086111
-8.071351 0.828820 83.699890  7.878754 8.086111
-12.475956 -0.082798 98.664642  7.153323 7.464167 6.842350 8.086111
2.059185 -1.368830 83.685165  7.878754 7.464167 7.671396 8.086111
-10.781999 0.779846 78.668701  7.878754 8.086111
-9.346930 0.280712 75.501602  7.878754 7.671396 8.086111
-10.145885 0.405853 78.669624  7.878754 8.086111
-17.805702 0.418930 90.460007  7.878754 8.086111
-4.711317 0.809156 78.874161  7.878754 7.671396 8.086111
1.648919 -1.103562 80.595612  7.878754 8.086111
-23.693834 -12.867908 124.685249  7.464167 7.671396
-16.373943 -2.019317 81.744484  7.878754 7.464167 7.671396
-16.630636 -0.652818 92.211632  7.878754 7.464167 7.671396
-0.944893 -0.715157 73.793831  7.878754 7.671396
-6.708618 0.828398 87.096298  7.878754 7.464167 7.671396
-6.063813 0.951993 75.304420  7.878754 7.671396
-9.808483 0.945116 81.626289  7.878754 7.464167 7.671396
2.036024 -1.232492 82.176979  7.878754 7.464167 7.671396
2.797494 -1.994527 95.057159  7.153323 7.878754 7.464167 7.671396
-8.205162 1.017554 76.632294  7.878754 7.671396
-10.507492 0.739402 74.847046  7.464167 7.671396
-10.227459 0.654349 74.820023  7.878754 7.464167 7.671396
-20.287790 -0.476752 93.621613  7.878754 7.464167 7.671396
-12.894960 -5.017571 97.415298  7.464167 7.671396
-2.294675 0.209536 79.172836  7.878754 7.671396
-2.228228 -0.077959 78.463867  7.153323 7.464167 7.671396
-6.655225 0.780302 86.741554  7.153323 7.464167 6.842350 7.671396
-6.051654 0.936105 75.249641  7.878754 7.671396
-5.609517 0.879575 77.775246  7.878754 7.671396
-10.125050 0.767250 74.800331  7.464167 7.671396
-10.480077 0.070169 74.867958  7.878754 7.464167 7.671396
-20.106224 -6.688208 93.838753  7.153323 7.464167 7.671396
-10.362065 0.425126 79.060997  7.153323 7.464167 7.671396
-10.206510 0.644788 74.787796  7.153323 7.878754 7.464167 7.671396
-25.472061 -13.505312 127.970093  7.153323 7.464167 7.671396
-18.628946 -7.328996 101.561607  7.464167 6.842350 7.671396
2.005744 -1.235578 82.138145  7.878754 7.464167 7.671396
-17.954937 -4.727902 107.183502  7.153323 7.464167 7.671396
-1.053284 0.020584 75.446175  7.878754 7.671396
0.719353 -5.969275 95.103951  7.153323 7.464167 6.842350 7.671396
2.596168 -5.326496 94.729271  7.153323 7.878754 7.464167 7.671396
-1.185210 -7.002421 116.818634  6.427659 7.878754 7.464167 6.842350 7.671396
-2.668131 -6.141216 94.321373  7.153323 7.464167 7.671396
-6.059792 0.944350 75.294952  7.464167 7.671396
-5.019199 0.931824 74.365387  7.464167 7.671396
-5.573921 0.958622 74.228371  7.464167 7.671396
-8.289701 1.040026 75.539169  7.878754 7.671396
-7.364233 0.998244 76.395592  7.464167 7.671396
-8.061856 0.985186 77.588264  7.878754 7.671396
-10.376143 1.057759 77.471039  7.464167 7.671396
-10.515747 0.078384 74.907318  7.878754 7.464167 7.671396
-27.453421 -5.314608 92.344269  7.878754 7.464167 7.671396
-17.279778 -0.243035 88.646179  7.153323 7.464167 7.671396
-10.452033 0.723640 74.765480  7.878754 7.464167 7.671396
-10.204158 0.646570 74.761299  7.153323 7.464167 6.842350 7.671396
-19.252972 -1.581614 92.443474  7.153323 7.464167 7.671396
-8.288952 1.000282 76.667130  7.878754 7.671396
-16.515213 -2.051028 81.875061  7.878754 7.671396
-18.296524 -2.325247 109.629753  6.427659 7.153323 7.464167 7.671396
-6.059700 0.939532 75.287605  7.464167 7.671396
-6.179283 0.899935 78.338600  7.464167 7.671396
-9.938695 0.461671 78.647919  7.153323 7.464167 7.671396
-7.043895 0.932768 75.388008  7.878754 7.671396
-16.250231 -1.916921 90.716187  7.878754 7.464167 7.671396
-9.522937 0.248871 75.151726  7.878754 7.464167 7.671396
-9.580211 -0.056037 75.066635  7.153323 7.878754 7.464167 7.671396
-9.480100 0.843499 74.148170  7.464167 7.671396
-9.450244 0.482449 75.055443  7.878754 7.671396
-9.990039 0.510688 74.822914  7.153323 7.878754 7.464167 7.671396
-9.905373 1.085858 76.990471  7.153323 7.878754 7.464167 7.671396
-10.410330 1.082805 77.555603  7.878754 7.464167 7.671396
-10.467389 0.068886 74.838531  7.878754 7.464167 7.671396
-10.540977 0.256857 74.690109  7.153323 7.464167 7.671396
-10.156839 0.519247 73.308098  7.153323 7.464167 7.671396
-10.500951 0.079389 74.873589  7.464167 7.671396
-10.592102 0.259529 74.756882  6.427659 7.153323 7.464167 7.671396
-22.383087 -5.172193 92.581406  7.464167 7.671396
-7.969324 0.948819 77.350914  7.878754 7.464167 7.671396
-9.323247 0.792005 73.918755  7.464167 7.671396
-9.507826 0.482801 75.121490  7.878754 7.671396
-16.278475 -2.077706 81.553085  7.464167 7.671396
-6.060535 0.930533 75.322334  7.153323 7.464167 7.671396
-6.406089 0.949632 74.960609  7.153323 7.464167 7.671396
0.593540 -5.888343 94.817146  7.153323 7.464167 7.671396
0.483242 -5.958186 95.122017  7.153323 7.464167 6.842350 7.671396
-7.939173 0.992179 75.509468  7.153323 7.464167 7.671396
-9.438974 1.035317 78.430099  7.153323 7.464167 7.671396
-15.842594 -4.140127 92.436790  7.153323 7.464167 7.671396
-18.178551 -7.094380 100.442123  6.427659 7.153323 7.464167 6.842350 7.671396
-9.710791 1.019915 81.838600  7.153323 7.878754 7.464167 6.842350 7.671396
-21.842442 -12.650021 135.804672  7.153323 7.464167 6.842350 7.671396
-24.243105 -0.917136 92.865921  7.878754 7.464167 7.671396
-5.271501 0.900580 75.055008  7.153323 7.671396
-9.419515 0.822054 74.037209  7.153323 7.464167 6.842350 7.671396
-4.447776 0.852532 79.002533  6.427659 7.153323 6.842350 7.671396
-4.714438 0.820178 79.011368  7.878754 7.671396
-7.249532 0.943694 76.081657  7.878754 7.464167 7.671396
-8.070721 0.961120 77.525993  7.878754 7.464167 7.671396
-2.329950 -0.032767 78.639076  7.153323 7.464167 6.842350 7.671396
-16.577843 -2.105382 81.882668  7.464167 7.671396
-6.059834 0.941905 75.340866  7.153323 7.464167 7.671396
-6.434149 0.957119 75.101021  7.153323 7.464167 7.671396
-9.373408 1.073521 76.291763  7.153323 7.464167 7.671396
-8.970150 1.036220 74.866829  7.153323 7.671396
-9.865245 1.082831 76.840027  7.153323 7.878754 7.464167 6.842350 7.671396
-10.531997 0.684314 75.159355  7.464167 7.671396
-9.589514 -0.049114 75.074875  7.878754 7.464167 7.671396
2.174845 -1.849063 85.774986  7.878754 7.464167 7.671396
-12.447186 -6.418876 100.942162  3.006768 3.628545 4.043107 4.457940 4.250460 3.835871 4.976146 4.665293 5.287117 7.153323 7.878754 6.842350 7.671396
-9.467509 0.280759 75.684189  7.878754 7.671396
-10.042174 0.457160 78.803703  7.878754 7.671396
-25.114269 -4.782203 92.779526  7.153323 7.464167 7.671396
2.113825 -1.065996 82.955452  7.878754 7.671396
-8.278699 1.057210 75.646469  7.153323 7.671396
-17.744541 -2.269142 97.272491  7.153323 7.878754 7.671396
-9.473773 0.962414 81.243011  7.878754 7.671396
-9.369990 0.111594 74.901245  7.878754 7.464167 7.671396
-17.428301 -0.296530 87.736702  7.153323 7.671396
-10.321677 0.653865 74.885643  7.153323 7.464167 6.842350 7.671396
-10.563404 0.739290 74.913765  7.464167 7.671396
1.552578 -2.218124 83.956596  7.878754 7.464167 7.671396
-19.837078 -2.039719 92.825569  6.427659 7.153323 7.464167 6.842350 7.671396
1.483087 -2.816794 95.365425  7.153323 7.878754 7.464167 7.671396
-16.975515 -2.253383 89.591591  7.153323 7.464167 7.671396
-8.311463 1.060566 78.109711  7.878754 7.464167 7.671396
-5.244658 0.883499 74.850670  7.153323 7.464167 7.671396
-6.067027 0.987922 75.486900  7.153323 7.464167 7.671396
-2.159117 0.421958 76.220299  7.878754 7.464167 7.671396
-2.336147 -0.059705 78.599007  7.153323 7.464167 7.671396
-0.901300 -7.382599 109.884171  7.153323 7.464167 6.842350 7.671396
1.484937 -1.682903 83.841080  7.878754 7.464167 7.671396
-9.871087 0.921561 81.558998  7.153323 7.464167 6.842350 7.671396
-11.878994 0.213565 93.536934  7.878754 7.464167 7.671396
-9.482150 0.293605 75.753410  7.153323 7.671396
-16.914824 0.027697 95.854622  7.153323 7.878754 7.464167 6.842350 7.671396
-16.734407 -1.473348 81.523323  3.317669 3.628545 4.043107 4.457940 4.250460 3.835871 4.976146 4.665293 7.464167 7.671396
-18.180897 -1.568936 104.401672  7.153323 7.464167 7.671396
-16.302303 -2.446330 103.133934  7.878754 7.671396
-10.314990 0.656563 74.884064  7.153323 7.464167 6.842350 7.671396
-14.552947 -0.314616 79.017601  7.464167 7.671396
-9.377687 0.108086 74.874138  7.153323 7.464167 6.842350 7.671396
-7.946589 0.948959 77.238258  7.153323 7.464167 7.671396
-10.490422 0.957167 80.267899  7.878754 7.464167 7.671396
2.021988 -4.899989 98.359489  7.153323 7.878754 7.464167 7.671396
-4.658150 0.776762 78.678902  7.878754 7.671396
-2.336832 -0.052418 78.755707  7.153323 7.464167 7.671396
-0.672985 -0.236204 76.187355  7.878754 7.671396
-10.137835 1.105982 72.244644  7.153323 6.842350
-10.508030 1.114859 80.443459  7.153323 7.464167 6.842350
-15.301627 -2.324053 77.386513  7.153323 6.842350
-5.854413 0.975513 73.499771  7.153323 7.464167 6.842350
-5.361807 1.003973 71.362610  7.153323 6.842350
-9.522542 1.075421 78.705292  7.153323 7.464167 6.842350
-10.256008 0.121301 70.184669  7.153323 6.842350
0.498803 -6.924235 94.590324  7.153323 7.464167 6.842350
-12.592092 -1.554252 72.618050  7.153323 6.842350
-15.141482 -2.296598 77.109718  7.153323 6.842350
-0.579544 0.039731 67.840881  7.153323 6.842350
-0.561748 -0.070423 67.830002  7.153323 6.842350
-0.767586 -0.078365 67.841057  7.153323 6.842350
1.885940 -2.495368 74.765427  7.153323 6.842350
-1.776944 0.574884 70.863174  7.153323 7.464167 6.842350
1.609734 -2.712883 76.941147  7.153323 7.464167 6.842350
-13.026623 -0.386171 72.883194  7.153323 6.842350
-22.485699 -7.011924 93.831223  7.153323 7.464167 6.842350
-9.754037 1.047007 76.508118  7.153323 7.464167 6.842350
-5.487866 0.972147 73.163895  7.153323 7.464167 6.842350
-5.839859 0.958242 73.478912  6.427659 6.842350
-133.737396 -72.682838 888.434448  7.153323 7.464167 6.842350
-10.093460 0.613629 74.545013  7.153323 7.464167 6.842350
-9.174098 1.061563 72.791023  7.153323 7.464167 6.842350
-10.254372 0.116047 70.179245  7.153323 6.842350
-8.445764 -6.110386 215.106140  2.695832 3.317669 4.043107 3.835871 6.842350
-6.123982 0.982865 72.607246  7.464167 6.842350
-9.411914 0.288416 76.919395  7.153323 6.842350
-2.392236 0.164791 78.734268  7.153323 6.842350
-12.608710 -1.545486 72.642937  7.153323 6.842350
-0.771475 -0.074102 67.841164  7.153323 6.842350
1.884585 -1.434600 68.897079  6.427659 6.842350
1.796575 -2.471403 74.614700  6.427659 7.153323 6.842350
1.805140 -2.595586 72.606285  6.427659 7.153323 6.842350
-6.559311 0.991884 75.492531  7.153323 7.464167 6.842350
-5.001629 0.935647 74.279045  7.153323 7.464167 6.842350
-6.273702 1.022894 70.519936  7.153323 6.842350
-4.838261 0.988569 70.339691  7.153323 6.842350
-10.566731 0.261164 74.717743  6.427659 7.464167 6.842350
-11.574375 0.309502 74.586334  7.153323 7.464167 6.842350
-10.148825 1.108720 72.265671  6.427659 7.153323 6.842350
1.913581 0.062712 71.108826  6.427659 6.842350
-11.424429 -6.501349 101.479248  3.835871 5.287117 6.427659 6.842350
-2.396693 0.177328 78.876930  7.153323 6.842350
-12.533483 -1.543475 72.535255  7.153323 6.842350
-15.752537 -1.229679 106.386734  7.153323 7.464167 6.842350
-2.146858 0.605285 76.332047  7.464167 6.842350
-1.999985 -0.186830 77.889641  7.153323 6.842350
-3.379874 0.999358 69.549049  6.427659 6.842350
-4.244962 1.028162 69.555626  6.427659 6.842350
1.673489 -2.732458 77.199997  7.153323 6.842350
-7.293297 0.960564 76.129715  6.427659 7.153323 6.842350
-5.507738 0.978523 73.247482  6.427659 7.153323 6.842350
-5.815472 0.940401 72.277168  7.153323 6.842350
-4.850929 0.995105 70.471535  6.427659 7.153323 6.842350
-10.096802 0.612836 74.446968  7.153323 6.842350
-9.649117 1.028974 76.210251  7.153323 7.464167 6.842350
-9.273435 1.069326 73.004921  7.153323 6.842350
-6.215545 1.067924 67.457153  6.427659 6.842350
-8.937270 1.088575 73.692955  7.153323 6.842350
-10.203452 0.625156 70.121300  7.153323 6.842350
-10.196847 0.382675 70.991608  7.153323 6.842350
-11.541241 0.313500 74.537544  7.153323 7.464167 6.842350
-16.190157 -0.370804 73.788940  6.427659 6.842350
-9.585435 0.379806 67.906715  6.427659 6.842350
-13.157247 -1.749397 73.166924  7.153323 6.842350
-13.964658 -7.269397 108.998497  1.140497 1.451596 1.762569 2.073666 3.006768 3.317669 3.628545 4.043107 4.457940 4.250460 3.835871 6.427659 7.464167 6.842350
-12.849531 -3.796821 100.079498  7.153323 7.464167 6.842350
